Nome_csv,Squadra_csv,Ruolo,Media,ALG FCP,Punteggio FantaCalcioPedia,Solidità fantainvestimento,Resistenza infortuni,Ultimi Arrivi,In Crescita,Rischiosi,Fuoriclasse,Outsider,Titolari,Economici,Giovani,Infortunati,Buona Media,Goleador,Assistman,Rigorista,Sp. Piazzati,Presenze previste,Gol previsti,Assist previsti,MatchingKey,Id,R,RM,Nome_excel,Squadra_excel,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
joronen,Venezia,P,52.25,47,62,40,60,,,,,,,,,,,,,,,30+,0,0,joronen,4425.0,P,Por,joronen,Venezia,7.0,6.0,1.0,7.0,6.0,1.0,21.0,21.0
jovic,Milan,A,60.75,69,74,40,60,,,,,,,,,,,Goleador,,Rigorista,,11/20,4/7,0/3,jovic,2438.0,A,Pc,jovic,Milan,9.0,10.0,-1.0,8.0,9.0,-1.0,16.0,15.0
kaba,Lecce,C,53.75,52,63,40,60,,,,,,,,,,,,,,,30+,0/3,0/3,kaba,6410.0,C,M;C,kaba,Lecce,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
kalulu,Juventus,D,54.0,59,57,40,60,,,,,,,,,,,,,,,11/20,0/1,0/1,kalulu,4976.0,D,Dd;Dc,kalulu,Juventus,3.0,4.0,-1.0,4.0,5.0,-1.0,12.0,15.0
kamara h.,Udinese,D,57.75,65,66,40,60,,,,,,,,,,,,Assistman,,,21/30,0/3,3/5,kamara,5555.0,D,Ds;E,kamara h.,Udinese,5.0,5.0,0.0,5.0,5.0,0.0,13.0,13.0
karlsson jesper,Bologna,C,58.25,59,74,60,40,,,,,,,,,,,Goleador,Assistman,,,21/30,4/7,4/7,karlsson,6459.0,C,W;A,karlsson,Bologna,6.0,7.0,-1.0,5.0,6.0,-1.0,15.0,15.0
karlstrom,Udinese,C,55.25,56,65,40,60,,,,,,,,,,Buona Media,,,,,21/30,0/3,0/3,karlstrom,6680.0,C,M;C,karlstrom,Udinese,6.0,5.0,1.0,6.0,5.0,1.0,8.0,8.0
kastanos grigoris,Verona,C,53.5,54,60,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,kastanos,2117.0,C,C;T,kastanos,Verona,5.0,4.0,1.0,5.0,4.0,1.0,7.0,7.0
kayode,Fiorentina,D,57.75,71,60,40,60,,,,,Outsider,,,,,,,,,,11/20,0/3,0/3,kayode,6235.0,D,Dd;Ds;E,kayode,Fiorentina,5.0,5.0,0.0,6.0,6.0,0.0,8.0,10.0
kean,Fiorentina,A,62.25,57,72,40,80,,,,,Outsider,,,,,,Goleador,,,,21/30,8/11,3/5,kean,2097.0,A,Pc,kean,Fiorentina,21.0,21.0,0.0,21.0,21.0,0.0,121.0,119.0
kebasele cristian,Udinese,D,52.25,47,62,40,60,,,,,,,,,,,,,,,21/30,0/2,0/1,kebasele,,,,,,,,,,,,,
kempf,Como,D,56.25,61,64,40,60,,,,,Outsider,,,,,,Goleador,,,,21/30,3/5,0/1,kempf,6893.0,D,Dc,kempf,Como,4.0,3.0,1.0,4.0,3.0,1.0,8.0,8.0
kolasinac,Atalanta,D,55.75,73,70,40,40,,,,,,,,,,,,,,,21/30,3/5,3/5,kolasinac,2640.0,D,B;Ds;E,kolasinac,Atalanta,8.0,9.0,-1.0,9.0,10.0,-1.0,21.0,25.0
kone manu,Roma,C,57.0,60,68,60,40,,,,,,,,,,,,,,,21/30,0/3,0/3,kone,5589.0,C,M;C,kone m.,Roma,8.0,8.0,0.0,9.0,9.0,0.0,17.0,19.0
koopmeiners,Juventus,C,72.0,94,74,60,60,,,,,,,,,,Buona Media,,,,,21/30,4/7,4/7,koopmeiners,5685.0,C,T,koopmeiners,Juventus,27.0,29.0,-2.0,26.0,28.0,-2.0,166.0,166.0
kossounou,Atalanta,D,53.75,55,60,40,60,,,,,,,,,,,,,,,21/30,0/3,0/3,kossounou,5578.0,D,Dd;Dc,kossounou,Atalanta,10.0,10.0,0.0,10.0,10.0,0.0,26.0,26.0
kostic,Juventus,C,68.0,76,76,60,60,,,,,,,,,,,Goleador,Assistman,,,21/30,4/7,4/7,kostic,4711.0,C,E;W,kostic,Juventus,3.0,4.0,-1.0,4.0,5.0,-1.0,5.0,5.0
kouame,Fiorentina,A,64.0,74,82,60,40,,,,,,,,,,Buona Media,Goleador,,,,21/30,3/5,3/5,kouame,2762.0,A,A,kouame,Fiorentina,4.0,4.0,0.0,4.0,4.0,0.0,13.0,13.0
kovacik,Como,D,52.0,47,61,40,60,,,,,,,,,,,,Assistman,,,21/30,0/3,3/5,kovacik,6637.0,D,Dd;E,kovacik,Como,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
kowalski,Parma,A,47.0,50,58,20,60,,,,,,,,,,,,,,,0/10,0/3,0/3,kowalski,6910.0,A,A,kowalski,Parma,1.0,1.0,0.0,1.0,1.0,0.0,7.0,7.0
kristensen t.,Udinese,D,50.5,60,62,40,40,,,,,,,,,,,,,,,11/20,0/2,0/1,kristensen,6485.0,D,Dc,kristensen t.,Udinese,4.0,5.0,-1.0,4.0,5.0,-1.0,8.0,8.0
krstovic,Lecce,A,57.0,66,62,40,60,,,,,Outsider,,,,,,Goleador,,Rigorista,,21/30,8/11,0/3,krstovic,6435.0,A,Pc,krstovic,Lecce,17.0,17.0,0.0,16.0,16.0,0.0,81.0,79.0
kvaratskhelia,Napoli,A,82.75,83,88,80,80,,,,Fuoriclasse,,,,,,,Goleador,Assistman,Rigorista,,21/30,8/11,4/7,kvaratskhelia,5839.0,A,A,kvaratskhelia,Napoli,29.0,29.0,0.0,30.0,30.0,0.0,262.0,262.0
kyriakopoulos georgios,Monza,D,59.25,72,65,40,60,,,,,,,,,,,,,,,11/20,0/1,0/2,kyriakopoulos,4530.0,D,Ds;E,kyriakopoulos,Monza,7.0,6.0,1.0,7.0,6.0,1.0,13.0,13.0
lapadula,Cagliari,A,63.0,57,75,60,60,,,,,,,,,,,Goleador,,Rigorista,,30+,8/11,3/5,lapadula,1939.0,A,Pc,lapadula,Cagliari,8.0,9.0,-1.0,8.0,8.0,0.0,11.0,9.0
lazaro,Torino,D,58.75,69,66,40,60,,,,,Outsider,,,,,,,,,,11/20,0/3,0/2,lazaro,4385.0,D,E,lazaro,Torino,5.0,4.0,1.0,5.0,4.0,1.0,8.0,7.0
lazovic,Verona,C,63.5,65,69,40,80,,,,,,,,,,Buona Media,,Assistman,,,21/30,3/5,3/5,lazovic,236.0,C,W,lazovic,Verona,11.0,10.0,1.0,10.0,9.0,1.0,23.0,19.0
lazzari,Lazio,D,70.5,68,74,60,80,,,,,,,,,,Buona Media,,Assistman,,,21/30,0/3,3/5,lazzari,2263.0,D,Dd;E,lazzari,Lazio,6.0,5.0,1.0,6.0,5.0,1.0,23.0,23.0
le fee,Roma,C,59.5,70,68,60,40,,,,,Outsider,,,,,,Goleador,,,,21/30,3/5,3/5,le,6299.0,C,C;T,le fee,Roma,10.0,10.0,0.0,10.0,10.0,0.0,21.0,21.0
leali,Genoa,P,40.5,30,52,20,60,,,,,,,,,,,,,,,0/10,0,0,leali,188.0,P,Por,leali,Genoa,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
leao,Milan,A,64.75,87,72,40,60,,,,Fuoriclasse,,,,,,Buona Media,Goleador,Assistman,,,21/30,8/11,4/7,leao,4510.0,A,A,leao,Milan,25.0,25.0,0.0,26.0,26.0,0.0,217.0,217.0
leoni,Parma,D,50.0,44,56,40,60,,,,,,,,,,,,,,,11/20,3/5,0/3,leoni,6887.0,D,Dc,leoni,Parma,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
linetty,Torino,C,61.25,71,74,40,60,,,,,,,,,,Buona Media,,,,,21/30,3/5,0/3,linetty,2008.0,C,M;C,linetty,Torino,4.0,3.0,1.0,4.0,3.0,1.0,7.0,7.0
livramento rocha dailon,Verona,A,58.75,70,65,40,60,,,,,Outsider,,,,,,Goleador,,,,21/30,4/7,4/7,livramento,,,,,,,,,,,,,
lobotka,Napoli,C,62.25,79,70,40,60,,,,Fuoriclasse,,,,,,Buona Media,,,,,21/30,0/3,0/3,lobotka,4287.0,C,M;C,lobotka,Napoli,9.0,9.0,0.0,10.0,10.0,0.0,16.0,20.0
locatelli,Juventus,C,67.75,78,73,60,60,,,,,,,,,,Buona Media,Goleador,,,,21/30,3/5,0/3,locatelli,827.0,C,M;C,locatelli,Juventus,9.0,8.0,1.0,10.0,9.0,1.0,21.0,25.0
loftus-cheek ruben,Milan,C,66.25,68,77,60,60,,,,,,,,,,Buona Media,,,,,0/10,0/3,3/5,loftus-cheek,4199.0,C,C;T,loftus-cheek,Milan,18.0,19.0,-1.0,18.0,19.0,-1.0,51.0,51.0
lookman,Atalanta,A,53.0,85,47,40,40,,,,Fuoriclasse,,,,,,Buona Media,Goleador,,,,21/30,8/11,4/7,lookman,4730.0,A,A,lookman,Atalanta,26.0,28.0,-2.0,27.0,29.0,-2.0,208.0,222.0
lovric,Udinese,C,62.75,67,64,60,60,,,,,,,,,,Buona Media,Goleador,,,,21/30,3/5,0/3,lovric,5850.0,C,C,lovric,Udinese,10.0,10.0,0.0,10.0,10.0,0.0,23.0,23.0
lucca,Udinese,A,57.25,65,64,40,60,,,,,,,,,,,Goleador,,Rigorista,,21/30,8/11,3/5,lucca,6215.0,A,Pc,lucca,Udinese,14.0,14.0,0.0,13.0,13.0,0.0,75.0,73.0
lucumi,Bologna,D,55.75,68,55,40,60,,,,,,,,,,,,,,,11/20,0,0,lucumi,6042.0,D,Dc,lucumi,Bologna,7.0,7.0,0.0,7.0,7.0,0.0,14.0,14.0
luiz douglas,Juventus,C,69.5,81,77,60,60,,,,Fuoriclasse,,,,,,,Goleador,,,,21/30,4/7,4/7,luiz,,,,,,,,,,,,,
lukaku,Napoli,A,67.75,84,87,60,40,,,,,Outsider,,,,,,Goleador,,Rigorista,,21/30,12/15,3/5,lukaku,2531.0,A,Pc,lukaku,Napoli,34.0,33.0,1.0,34.0,33.0,1.0,355.0,355.0
luperto,Cagliari,D,63.5,72,62,60,60,,,,,,,,,,Buona Media,,,,,21/30,0/3,0/3,luperto,393.0,D,Dc,luperto,Cagliari,9.0,8.0,1.0,9.0,8.0,1.0,14.0,14.0
luvumbo,Cagliari,A,58.0,69,63,40,60,,,,,,,,,,,,,,,11/20,3/5,3/5,luvumbo,5297.0,A,A,luvumbo,Cagliari,12.0,12.0,0.0,12.0,12.0,0.0,38.0,40.0
lykogiannis,Bologna,D,60.75,53,70,60,60,,,,,,,,,,,,Assistman,,,21/30,3/5,0/3,lykogiannis,2653.0,D,Ds;E,lykogiannis,Bologna,4.0,4.0,0.0,4.0,4.0,0.0,12.0,12.0
machin jose,Monza,C,54.0,54,62,40,60,,,,,,,,,,,,,,,11/20,0/2,0/2,machin,,,,,,,,,,,,,
magnani,Verona,D,52.5,67,63,40,40,,,,,,,,,,,,,,,11/20,0/1,0/1,magnani,2769.0,D,Dc,magnani,Verona,3.0,3.0,0.0,3.0,3.0,0.0,5.0,5.0
maignan,Milan,P,68.0,79,73,60,60,,,,Fuoriclasse,,,,,,Buona Media,,,,,21/30,20/30,0,maignan,4312.0,P,Por,maignan,Milan,14.0,15.0,-1.0,14.0,15.0,-1.0,71.0,71.0
makoumbou,Cagliari,C,56.5,58,68,40,60,,,,,,,,,,,,,,,30+,0/3,0/3,makoumbou,6232.0,C,M;C,makoumbou,Cagliari,3.0,4.0,-1.0,4.0,5.0,-1.0,7.0,8.0
maldini daniel,Monza,C,54.5,57,61,40,60,,,,,Outsider,,,,,,,,,,21/30,3/5,3/5,maldini,4896.0,C,T;A,maldini,Monza,10.0,9.0,1.0,9.0,8.0,1.0,29.0,29.0
maleh,Empoli,C,58.25,67,66,40,60,,,,,,,,,,Buona Media,,Assistman,,,11/20,0/3,0/3,maleh,5457.0,C,C,maleh,Empoli,4.0,3.0,1.0,4.0,3.0,1.0,8.0,8.0
malinovskyi ruslan,Genoa,C,74.5,80,78,60,80,,,,Fuoriclasse,,,,,,Buona Media,Goleador,Assistman,Rigorista,,21/30,8/11,8/11,malinovskyi,4427.0,C,C;T,malinovskyi,Genoa,11.0,11.0,0.0,11.0,11.0,0.0,25.0,25.0
man,Parma,C,59.25,52,65,60,60,,,,,,,,,,,,,,,21/30,0/3,0/3,man,5393.0,C,W;A,man,Parma,21.0,19.0,2.0,20.0,18.0,2.0,102.0,102.0
man dennis,Parma,C,64.5,71,67,60,60,,,,,Outsider,,,,,Buona Media,Goleador,Assistman,,,30+,8/11,3/5,man,5393.0,C,W;A,man,Parma,21.0,19.0,2.0,20.0,18.0,2.0,102.0,102.0
mancini,Roma,D,73.0,77,75,60,80,,,,,,,,,,Buona Media,,,,,21/30,0/3,0/2,mancini,2296.0,D,Dc,mancini,Roma,11.0,10.0,1.0,11.0,10.0,1.0,28.0,28.0
mandas,Lazio,P,46.75,62,45,20,60,,,,,,,,,,,,,,,0/10,0,0,mandas,6482.0,P,Por,mandas,Lazio,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
mandragora,Fiorentina,C,62.0,76,72,60,40,,,,,,,,,,Buona Media,,,,,11/20,0/3,0/3,mandragora,1933.0,C,M;C,mandragora,Fiorentina,7.0,8.0,-1.0,8.0,9.0,-1.0,16.0,18.0
marcandalli,Genoa,D,46.5,47,59,20,60,,,,,,,,,,,,,,,11/20,0/2,0/3,marcandalli,6660.0,D,Dc,marcandalli,Genoa,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
marchwinski filip,Lecce,C,55.25,60,61,40,60,,,,,Outsider,,,,,,,,,,11/20,0/3,0/3,marchwinski,6645.0,C,T,marchwinski,Lecce,7.0,8.0,-1.0,6.0,7.0,-1.0,14.0,14.0
mari,Monza,D,58.0,66,66,40,60,,,,,,,,,,,,,,,21/30,0/2,0/1,mari,4904.0,D,Dc,mari,Monza,7.0,7.0,0.0,7.0,7.0,0.0,15.0,15.0
marin,Cagliari,C,57.75,64,67,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,marin,4965.0,C,M;C,marin,Cagliari,6.0,6.0,0.0,6.0,6.0,0.0,20.0,25.0
marin r.,Napoli,D,51.0,59,65,40,40,,,,,,,,,,,,,,,21/30,0/3,0/2,marin,6638.0,D,Dc,marin r.,Napoli,7.0,8.0,-1.0,7.0,8.0,-1.0,12.0,12.0
maripan,Torino,D,49.75,52,67,60,20,,,,,,,,,,Buona Media,,,,,11/20,0/3,0/1,maripan,4665.0,D,Dc,maripan,Torino,7.0,7.0,0.0,7.0,7.0,0.0,15.0,15.0
martin,Genoa,D,63.5,64,70,60,60,,,,,,,,,,,Goleador,Assistman,,,21/30,3/5,3/5,martin,2593.0,D,Ds;E,martin,Genoa,5.0,4.0,1.0,5.0,4.0,1.0,13.0,13.0
martinelli t.,Fiorentina,P,43.0,44,48,20,60,,,,,,,,,,,,,,,0/10,0,0,martinelli,6184.0,P,Por,martinelli t.,Fiorentina,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
martinez jo.,Inter,P,61.75,82,65,40,60,,,,,,,,,,,,,,,0/10,0,0,martinez,5116.0,P,Por,martinez jo.,Inter,1.0,2.0,-1.0,1.0,2.0,-1.0,3.0,3.0
martinez l.,Inter,A,79.75,91,88,60,80,,,,Fuoriclasse,,,,,,Buona Media,Goleador,,Rigorista,,21/30,12/15,3/5,martinez,2764.0,A,Pc,martinez l.,Inter,38.0,41.0,-3.0,39.0,42.0,-3.0,402.0,402.0
martinez quarta,Fiorentina,D,59.25,74,63,40,60,,,,,,,,,,,,,,,11/20,0/2,0/2,martinez,5323.0,D,Dc,martinez quarta,Fiorentina,10.0,11.0,-1.0,10.0,11.0,-1.0,32.0,32.0
marusic,Lazio,D,62.75,83,68,40,60,,,,,,,,,,,,Assistman,,,21/30,3/5,3/5,marusic,2188.0,D,Dd;Ds;E,marusic,Lazio,6.0,6.0,0.0,7.0,7.0,0.0,10.0,12.0
masina,Torino,D,56.5,60,66,40,60,,,,,,,,,,,,,,,0/10,0/3,0/3,masina,49.0,D,B;Ds;E,masina,Torino,7.0,6.0,1.0,8.0,7.0,1.0,12.0,14.0
matturro,Genoa,D,46.25,40,65,20,60,,,,,,,,,,,,,,,0/10,0/3,0/2,matturro,6244.0,D,Dc,matturro,Genoa,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
mazzitelli,Como,C,58.75,65,70,60,40,,,,,,,,,,,,Assistman,,,21/30,0/3,3/5,mazzitelli,1976.0,C,M;C,mazzitelli,Como,7.0,8.0,-1.0,8.0,9.0,-1.0,18.0,20.0
mazzocchi,Napoli,D,58.75,72,63,40,60,,,,,,,,,,,,Assistman,,,11/20,0/2,0/3,mazzocchi,5481.0,D,E,mazzocchi,Napoli,4.0,4.0,0.0,4.0,4.0,0.0,12.0,12.0
mbangoula samuel,Juventus,A,54.5,73,65,20,60,,,,,Outsider,,,,,,Goleador,,,,21/30,3/5,3/5,mbangoula,,,,,,,,,,,,,
mckennie,Juventus,C,66.75,74,73,60,60,,,,,,,,,,Buona Media,,,,,21/30,3/5,3/5,mckennie,4973.0,C,M;C,mckennie,Juventus,7.0,7.0,0.0,8.0,8.0,0.0,12.0,14.0
mctominay,Napoli,C,67.25,72,77,60,60,,,,,Outsider,,,,,,Goleador,,,,21/30,4/7,4/7,mctominay,4777.0,C,M;C,mctominay,Napoli,16.0,16.0,0.0,19.0,19.0,0.0,57.0,70.0
melegoni filippo,Genoa,C,47.0,50,58,20,60,,,,,,,,,,,,,,,0/10,0/2,0/2,melegoni,,,,,,,,,,,,,
meret,Napoli,P,72.25,77,72,80,60,,,,,,,,,,Buona Media,,,,,11/20,20/30,0,meret,572.0,P,Por,meret,Napoli,15.0,15.0,0.0,15.0,15.0,0.0,75.0,75.0
messias junior,Genoa,C,56.75,62,65,40,60,,,,,Outsider,,,,,,Goleador,Assistman,Rigorista,,21/30,4/7,3/5,messias,4970.0,C,C;W,messias,Genoa,10.0,9.0,1.0,10.0,9.0,1.0,27.0,25.0
mihaila,Parma,A,54.75,52,67,40,60,,,,,,,,,,,,,,,21/30,3/5,0/3,mihaila,5322.0,A,W;A,mihaila,Parma,8.0,8.0,0.0,9.0,9.0,0.0,20.0,22.0
milik,Juventus,A,69.25,78,79,80,40,,,,,,,,,,,Goleador,,Rigorista,,21/30,8/11,3/5,milik,2012.0,A,Pc,milik,Juventus,11.0,12.0,-1.0,9.0,10.0,-1.0,22.0,18.0
milinkovic-savic v.,Torino,P,67.25,85,64,60,60,,,,,,,,,,,,,Rigorista,,30+,30/40,0,milinkovic-savic,2170.0,P,Por,milinkovic-savic v.,Torino,12.0,10.0,2.0,12.0,10.0,2.0,52.0,52.0
mina,Cagliari,D,50.5,57,65,40,40,,,,,,,,,,,,,,,11/20,0/3,0/3,mina,4210.0,D,Dc,mina,Cagliari,8.0,8.0,0.0,8.0,8.0,0.0,16.0,16.0
miranda j.,Bologna,D,55.0,54,66,40,60,,,,,,,,,,Buona Media,,,,,21/30,0/3,0/3,miranda,4734.0,D,Ds;E,miranda j.,Bologna,8.0,8.0,0.0,8.0,8.0,0.0,23.0,23.0
miretti,Genoa,C,55.75,47,76,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,miretti,5813.0,C,C;T,miretti,Genoa,3.0,4.0,-1.0,3.0,4.0,-1.0,18.0,18.0
mitrovic stefan,Verona,C,52.75,53,58,40,60,,,,,,,,,,,,Assistman,,,11/20,0/3,0/3,mitrovic,6579.0,C,W,mitrovic s.,Verona,2.0,3.0,-1.0,2.0,3.0,-1.0,6.0,5.0
mkhitaryan,Inter,C,67.0,91,77,60,40,,,,Fuoriclasse,,,,,,Buona Media,Goleador,Assistman,,,21/30,4/7,4/7,mkhitaryan,2529.0,C,C,mkhitaryan,Inter,15.0,15.0,0.0,14.0,14.0,0.0,43.0,43.0
modesto rui,Udinese,D,60.75,59,64,60,60,,,,,Outsider,,,,,,,Assistman,,,21/30,3/5,3/5,modesto,,,,,,,,,,,,,
montipo lorenzo,Verona,P,61.5,82,64,40,60,,,,,,,,,,Buona Media,,,,,21/30,40/50,0,montipo,4957.0,P,Por,montipo,Verona,8.0,7.0,1.0,8.0,7.0,1.0,33.0,33.0
morata,Milan,A,71.75,82,85,60,60,,,,Fuoriclasse,,,,,,Buona Media,Goleador,,Rigorista,,21/30,16/19,3/5,morata,313.0,A,Pc,morata,Milan,25.0,26.0,-1.0,25.0,26.0,-1.0,181.0,179.0
moreno alb.,Como,D,55.25,55,66,40,60,,,,,,,,,,,,Assistman,,,21/30,0/2,3/5,moreno,5435.0,D,Ds;E,moreno alb.,Como,7.0,7.0,0.0,7.0,7.0,0.0,17.0,17.0
moreno m.,Fiorentina,D,52.25,52,57,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,moreno,6890.0,D,Dc,moreno m.,Fiorentina,4.0,4.0,0.0,4.0,4.0,0.0,8.0,8.0
morente tete,Lecce,A,54.0,53,63,40,60,,,,,,,,,,,,,,,11/20,3/5,0/3,morente,,,,,,,,,,,,,
moro n.,Bologna,C,48.25,54,59,40,40,,,,,,,,,,,,,,,11/20,0,0,moro,6054.0,C,M;C,moro n.,Bologna,3.0,2.0,1.0,3.0,2.0,1.0,8.0,9.0
mosquera,Verona,A,58.0,67,65,40,60,,,,,Outsider,,,,,,Goleador,,,,11/20,3/5,0/3,mosquera,6630.0,A,Pc,mosquera,Verona,10.0,8.0,2.0,9.0,7.0,2.0,25.0,20.0
mota,Monza,A,53.25,69,64,40,40,,,,,,,,,,Buona Media,,,,,21/30,4/7,0/3,mota,5882.0,A,A,mota,Monza,9.0,10.0,-1.0,9.0,10.0,-1.0,22.0,22.0
musah,Milan,C,63.0,62,70,60,60,,,,,,,,,,Buona Media,,,,,11/20,0/3,0/2,musah,5295.0,C,C;W,musah,Milan,5.0,4.0,1.0,5.0,4.0,1.0,10.0,10.0
ndicka evan,Roma,D,64.25,69,68,60,60,,,,,,,,,,Buona Media,,,,,21/30,0/3,0/2,ndicka,4317.0,D,Dc,ndicka,Roma,9.0,8.0,1.0,9.0,8.0,1.0,20.0,20.0
ndoye dan,Bologna,C,57.75,63,68,40,60,,,,,,,,,,,,Assistman,,,11/20,3/5,3/5,ndoye,5564.0,C,W,ndoye,Bologna,10.0,10.0,0.0,9.0,9.0,0.0,24.0,22.0
neres david,Napoli,C,64.0,66,70,60,60,,,,,Outsider,,,,,,,Assistman,,,21/30,4/7,4/7,neres,6831.0,C,W;A,neres,Napoli,21.0,20.0,1.0,20.0,19.0,1.0,82.0,82.0
ngonge,Napoli,A,69.25,67,70,60,80,,,,,,,,,,Buona Media,Goleador,,,,11/20,8/11,3/5,ngonge,6145.0,A,W;A,ngonge,Napoli,9.0,9.0,0.0,10.0,10.0,0.0,12.0,16.0
nicolussi caviglia,Venezia,C,50.75,43,60,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,nicolussi,4349.0,C,M;C,nicolussi caviglia,Venezia,3.0,1.0,2.0,3.0,1.0,2.0,4.0,5.0
norton-cuffy brooke,Genoa,D,53.5,50,64,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,norton-cuffy,6814.0,D,Dd;E,norton-cuffy,Genoa,3.0,4.0,-1.0,3.0,4.0,-1.0,5.0,5.0
noslin,Lazio,A,56.25,67,58,40,60,,,,,,,,,,,Goleador,Assistman,,,21/30,3/5,3/5,noslin,6556.0,A,A,noslin,Lazio,15.0,16.0,-1.0,15.0,16.0,-1.0,67.0,70.0
obert,Cagliari,D,57.25,44,65,40,80,,,,,,,,,,,,,,,21/30,0/2,0/2,obert,5701.0,D,Dc,obert,Cagliari,1.0,2.0,-1.0,1.0,2.0,-1.0,3.0,3.0
odgaard,Bologna,A,58.0,65,67,40,60,,,,,Outsider,,,,,,Goleador,,,,0/10,0/3,0/3,odgaard,2765.0,A,A,odgaard,Bologna,10.0,10.0,0.0,10.0,11.0,-1.0,13.0,15.0
okafor,Milan,A,61.5,69,77,60,40,,,,,Outsider,,,,,,Goleador,,,,21/30,4/7,3/5,okafor,6227.0,A,A,okafor,Milan,12.0,11.0,1.0,12.0,11.0,1.0,21.0,21.0
okou,Verona,D,47.5,50,60,20,60,,,,,,,,,,,Goleador,,,,11/20,0/1,0/1,okou,6284.0,D,Dc,okou,Verona,1.0,2.0,-1.0,1.0,2.0,-1.0,3.0,3.0
okoye,Udinese,P,49.75,66,53,40,40,,,,,Outsider,,,,,,,,,,0/10,8/11,0,okoye,6462.0,P,Por,okoye,Udinese,8.0,7.0,1.0,8.0,7.0,1.0,35.0,35.0
olivera,Napoli,D,66.25,70,75,60,60,,,,,,,,,,,,Assistman,,,11/20,0,0,olivera,5840.0,D,B;Ds;E,olivera,Napoli,7.0,7.0,0.0,8.0,8.0,0.0,18.0,28.0
oristanio gaetano,Venezia,C,61.5,55,71,60,60,,,,,Outsider,,,,,,Goleador,,,,21/30,3/5,3/5,oristanio,6218.0,C,W;T;A,oristanio,Venezia,9.0,9.0,0.0,9.0,10.0,-1.0,23.0,26.0
orsolini riccardo,Bologna,C,62.75,75,76,60,40,,,,Fuoriclasse,,,,,,Buona Media,Goleador,,Rigorista,,21/30,8/11,4/7,orsolini,2167.0,C,W,orsolini,Bologna,21.0,21.0,0.0,21.0,21.0,0.0,90.0,88.0
osimhen,Napoli,A,71.75,87,80,60,60,,,,Fuoriclasse,,,,,,,Goleador,,Rigorista,,21/30,16/19,3/5,osimhen,4661.0,A,Pc,osimhen,Napoli,33.0,35.0,-2.0,34.0,36.0,-2.0,155.0,155.0
osorio,Parma,D,53.0,48,64,40,60,,,,,,,,,,,,,,,11/20,0/3,0/1,osorio,5327.0,D,Dc,osorio,Parma,4.0,4.0,0.0,4.0,4.0,0.0,6.0,6.0
oudin remi,Lecce,C,49.0,64,52,40,40,,,,,,,,,,,,Assistman,,,11/20,3/5,0/3,oudin,6061.0,C,W;T,oudin,Lecce,7.0,7.0,0.0,7.0,7.0,0.0,16.0,18.0
padelli,Udinese,P,43.75,25,50,20,80,,,,,,,,,,,,,,,0/10,0,0,padelli,543.0,P,Por,padelli,Udinese,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
pajac marko,Genoa,D,47.25,51,58,40,40,,,,,,,,,,,,,,,0/10,0/1,0/2,pajac,,,,,,,,,,,,,
palacios t.,Inter,D,54.5,53,65,40,60,,,,,,,,,,,,,,,11/20,0/2,0/1,palacios,6874.0,D,Dc,palacios t.,Inter,3.0,3.0,0.0,3.0,3.0,0.0,6.0,6.0
palestra,Atalanta,D,46.0,53,51,20,60,,,,,,,,,,,,,,,0/10,0,0,palestra,6832.0,D,E,palestra,Atalanta,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
palomino,Cagliari,D,56.25,51,74,40,60,,,,,,,,,,Buona Media,,,,,11/20,0/3,0/3,palomino,2181.0,D,Dc,palomino,Cagliari,6.0,5.0,1.0,6.0,5.0,1.0,8.0,8.0
paredes,Roma,C,55.75,68,75,40,40,,,,,,,,,,Buona Media,,Assistman,,,21/30,0/3,0/3,paredes,468.0,C,M;C,paredes,Roma,6.0,7.0,-1.0,7.0,8.0,-1.0,16.0,18.0
parisi,Fiorentina,D,57.5,68,62,40,60,,,,,,,,,,Buona Media,,Assistman,,,21/30,0/3,3/5,parisi,5449.0,D,Ds;E,parisi,Fiorentina,8.0,8.0,0.0,8.0,8.0,0.0,15.0,15.0
pasalic,Atalanta,C,71.25,89,76,60,60,,,,,,,,,,Buona Media,Goleador,,,,11/20,4/7,3/5,pasalic,2077.0,C,C;T,pasalic,Atalanta,14.0,15.0,-1.0,14.0,15.0,-1.0,52.0,52.0
